pathway_id	ncbi_gene_id
brp00785	103840432
brp00785	103840701
brp00785	103842579
brp00785	103843220
brp00785	103843771
brp00785	103844232
brp00785	103844622
brp00785	103844953
brp00785	103850153
brp00785	103850698
brp00785	103851907
brp00785	103852129
brp00785	103852176
brp00785	103853988
brp00785	103855784
brp00785	103855815
brp00785	103857007
brp00785	103857264
brp00785	103857558
brp00785	103859185
brp00785	103859549
brp00785	103859689
brp00785	103860832
brp00785	103863477
brp00785	103864874
brp00785	103865433
brp00785	103867370
brp00785	103867390
brp00785	103869701
brp00785	103870046
brp00785	103870081
brp00785	103871061
brp00785	103871503
brp00785	103872977
brp00785	103874014
brp00785	103874749
brp00785	103875341
brp00790	103827738
brp00790	103829774
brp00790	103831402
brp00790	103832344
brp00790	103832347
brp00790	103836808
brp00790	103837523
brp00790	103837892
brp00790	103838741
brp00790	103840458
brp00790	103841474
brp00790	103841820
brp00790	103843784
brp00790	103846016
brp00790	103846946
brp00790	103847770
brp00790	103849423
brp00790	103850603
brp00790	103851554
brp00790	103853027
brp00790	103853141
brp00790	103854547
brp00790	103856477
brp00790	103856728
brp00790	103857201
brp00790	103857252
brp00790	103857407
brp00790	103858399
brp00790	103860451
brp00790	103862355
brp00790	103864950
brp00790	103866106
brp00790	103866742
brp00790	103870313
brp00790	103870314
brp00790	103870684
brp00790	103872446
brp00790	103873463
brp00790	103873853
brp00860	103828941
brp00860	103829625
brp00860	103830031
brp00860	103830076
brp00860	103831513
brp00860	103831923
brp00860	103832890
brp00860	103833353
brp00860	103834271
brp00860	103836607
brp00860	103837134
brp00860	103837478
brp00860	103838624
brp00860	103838625
brp00860	103839225
brp00860	103841124
brp00860	103841515
brp00860	103841596
brp00860	103842138
brp00860	103842139
brp00860	103843327
brp00860	103843696
brp00860	103844235
brp00860	103844489
brp00860	103844502
brp00860	103844594
brp00860	103844881
brp00860	103845044
brp00860	103845814
brp00860	103846503
brp00860	103846758
brp00860	103847145
brp00860	103847701
brp00860	103847714
brp00860	103847719
brp00860	103847721
brp00860	103847911
brp00860	103848641
brp00860	103848843
brp00860	103850687
brp00860	103852907
brp00860	103853670
brp00860	103854720
brp00860	103855410
brp00860	103855594
brp00860	103855770
brp00860	103856025
brp00860	103856423
brp00860	103858612
brp00860	103858710
brp00860	103859309
brp00860	103860469
brp00860	103860994
brp00860	103861346
brp00860	103861527
brp00860	103861694
brp00860	103862873
brp00860	103862886
brp00860	103863639
brp00860	103864030
brp00860	103865812
brp00860	103866143
brp00860	103866471
brp00860	103866807
brp00860	103867162
brp00860	103869295
brp00860	103869973
brp00860	103870409
brp00860	103870559
brp00860	103871596
brp00860	103871977
brp00860	103872768
brp00860	103873062
brp00860	103873768
brp00860	103873823
brp00860	103874126
brp00860	117126194
brp00900	103827619
brp00900	103828819
brp00900	103829638
brp00900	103831923
brp00900	103832111
brp00900	103832329
brp00900	103833683
brp00900	103834423
brp00900	103835005
brp00900	103835473
brp00900	103836209
brp00900	103836892
brp00900	103837181
brp00900	103837242
brp00900	103837427
brp00900	103837914
brp00900	103838115
brp00900	103838240
brp00900	103838937
brp00900	103839509
brp00900	103839973
brp00900	103840600
brp00900	103840631
brp00900	103841340
brp00900	103842398
brp00900	103843595
brp00900	103845287
brp00900	103845308
brp00900	103845309
brp00900	103845465
brp00900	103845467
brp00900	103845475
brp00900	103845964
brp00900	103846726
brp00900	103850518
brp00900	103851010
brp00900	103851622
brp00900	103851623
brp00900	103851624
brp00900	103852907
brp00900	103853029
brp00900	103853500
brp00900	103853506
brp00900	103853837
brp00900	103853991
brp00900	103854526
brp00900	103854657
brp00900	103855776
brp00900	103856195
brp00900	103856674
brp00900	103856907
brp00900	103857539
brp00900	103857613
brp00900	103858848
brp00900	103858983
brp00900	103859579
brp00900	103859911
brp00900	103860208
brp00900	103860788
brp00900	103862234
brp00900	103863245
brp00900	103863970
brp00900	103864229
brp00900	103865611
brp00900	103867433
brp00900	103869246
brp00900	103869351
brp00900	103870018
brp00900	103870527
brp00900	103870807
brp00900	103870894
brp00900	103870917
brp00900	103871927
brp00900	103872491
brp00900	103873809
brp00900	103874115
brp00900	103874203
brp00900	103874719
brp00900	103874937
brp00901	103249149
brp00901	103828182
brp00901	103828183
brp00901	103830721
brp00901	103830836
brp00901	103831875
brp00901	103831876
brp00901	103838003
brp00901	103842606
brp00901	103852873
brp00901	103852875
brp00901	103852877
brp00902	103841948
brp00902	103858386
brp00902	103858582
brp00902	103862836
brp00902	103875347
brp00902	103875348
brp00904	103828910
brp00904	103830232
brp00904	103832324
brp00904	103832325
brp00904	103832422
brp00904	103832494
brp00904	103832808
brp00904	103833135
brp00904	103834178
brp00904	103834198
brp00904	103835241
brp00904	103836654
brp00904	103836713
brp00904	103838464
brp00904	103838542
brp00904	103840439
brp00904	103842895
brp00904	103844165
brp00904	103844588
brp00904	103847081
brp00904	103849293
brp00904	103850646
brp00904	103851632
brp00904	103852126
brp00904	103853128
brp00904	103853267
brp00904	103853269
brp00904	103857700
brp00904	103858857
brp00904	103860100
brp00904	103860272
brp00904	103861222
brp00904	103861559
brp00904	103863201
brp00904	103865345
brp00904	103867444
brp00904	103867649
brp00904	103868594
brp00904	103868699
brp00904	103872350
brp00904	103874435
brp00904	103874656
brp00905	103828198
brp00905	103829630
brp00905	103837220
brp00905	103840968
brp00905	103842602
brp00905	103846487
brp00905	103846910
brp00905	103850594
brp00905	103850927
brp00905	103854484
brp00905	103855637
brp00905	103862467
brp00905	103864167
brp00905	103865646
brp00905	103868633
brp00905	103870101
brp00905	103875063
brp00906	103827806
brp00906	103828685
brp00906	103829545
brp00906	103832319
brp00906	103832798
brp00906	103833794
brp00906	103834110
brp00906	103835193
brp00906	103835211
brp00906	103835514
brp00906	103835539
brp00906	103837729
brp00906	103839129
brp00906	103840429
brp00906	103842019
brp00906	103843494
brp00906	103843711
brp00906	103844746
brp00906	103845139
brp00906	103846262
brp00906	103849152
brp00906	103849374
brp00906	103850280
brp00906	103850421
brp00906	103851090
brp00906	103853125
brp00906	103853629
brp00906	103856237
brp00906	103856252
brp00906	103856778
brp00906	103857159
brp00906	103857276
brp00906	103858373
brp00906	103859576
brp00906	103859803
brp00906	103860984
brp00906	103861043
brp00906	103861586
brp00906	103862473
brp00906	103863442
brp00906	103863556
brp00906	103864755
brp00906	103866186
brp00906	103867926
brp00906	103868505
brp00906	103869174
brp00906	103869474
brp00906	103870025
brp00906	103870482
brp00906	103871211
brp00906	103871215
brp00906	103871599
brp00906	103871859
brp00906	117126611
brp00908	103249144
brp00908	103249171
brp00908	103828720
brp00908	103829332
brp00908	103829334
brp00908	103829335
brp00908	103830971
brp00908	103831996
brp00908	103835704
brp00908	103837506
brp00908	103839663
brp00908	103841239
brp00908	103842115
brp00908	103842132
brp00908	103845129
brp00908	103845596
brp00908	103845790
brp00908	103846928
brp00908	103846929
brp00908	103849258
brp00908	103851202
brp00908	103851320
brp00908	103851408
brp00908	103852374
brp00908	103852484
brp00908	103853121
brp00908	103856414
brp00908	103857637
brp00908	103857638
brp00908	103857639
brp00908	103857986
brp00908	103859798
brp00908	103861901
brp00908	103862713
brp00908	103863784
brp00908	103864799
brp00908	103865557
brp00908	103865558
brp00908	103865890
brp00908	103866566
brp00908	103867252
brp00908	103867254
brp00908	103867256
brp00908	103867257
brp00908	103869053
brp00908	103869054
brp00908	103869056
brp00908	117127968
brp00909	103830506
brp00909	103832372
brp00909	103832374
brp00909	103834400
brp00909	103836007
brp00909	103836099
brp00909	103838611
brp00909	103842000
brp00909	103842460
brp00909	103842601
brp00909	103845828
brp00909	103848456
brp00909	103849526
brp00909	103849591
brp00909	103854873
brp00909	103854874
brp00909	103854876
brp00909	103857940
brp00909	103862234
brp00909	103862364
brp00909	103863546
brp00909	103863851
brp00909	103864397
brp00909	103864450
brp00909	103865842
brp00909	103874257
brp00909	103874288
brp00909	103874805
brp00909	108870167
brp00910	103828225
brp00910	103828733
brp00910	103828756
brp00910	103829262
brp00910	103829717
brp00910	103830551
brp00910	103831570
brp00910	103832206
brp00910	103832828
brp00910	103833494
brp00910	103833698
brp00910	103834471
brp00910	103836132
brp00910	103836405
brp00910	103838358
brp00910	103839002
brp00910	103840738
brp00910	103841201
brp00910	103843416
brp00910	103843528
brp00910	103844354
brp00910	103845492
brp00910	103845493
brp00910	103845860
brp00910	103845958
brp00910	103846320
brp00910	103847058
brp00910	103847322
brp00910	103847326
brp00910	103848008
brp00910	103848073
brp00910	103849205
brp00910	103850064
brp00910	103850537
brp00910	103850656
brp00910	103850937
brp00910	103850948
brp00910	103851053
brp00910	103851084
brp00910	103851483
brp00910	103852318
brp00910	103852648
brp00910	103853097
brp00910	103855367
brp00910	103855726
brp00910	103856931
brp00910	103857079
brp00910	103857345
brp00910	103857972
brp00910	103858538
brp00910	103858845
brp00910	103858933
brp00910	103859729
brp00910	103861210
brp00910	103862243
brp00910	103863734
brp00910	103865089
brp00910	103865867
brp00910	103869648
brp00910	103870985
brp00910	103871264
brp00910	103871469
brp00910	103871504
brp00910	103871505
brp00910	103871553
brp00910	103871556
brp00910	103871557
brp00910	103871558
brp00910	103871697
brp00910	103873231
brp00910	103873434
brp00910	103873436
brp00910	103873860
brp00920	103827954
brp00920	103828707
brp00920	103830493
brp00920	103832400
brp00920	103832545
brp00920	103832661
brp00920	103833476
brp00920	103833776
brp00920	103833777
brp00920	103833778
brp00920	103835082
brp00920	103835822
brp00920	103837317
brp00920	103837318
brp00920	103837510
brp00920	103839775
brp00920	103839826
brp00920	103841966
brp00920	103844892
brp00920	103845106
brp00920	103847275
brp00920	103847432
brp00920	103847966
brp00920	103848153
brp00920	103849160
brp00920	103851965
brp00920	103853784
brp00920	103853800
brp00920	103854642
brp00920	103855196
brp00920	103855221
brp00920	103856800
brp00920	103859070
brp00920	103859351
brp00920	103859677
brp00920	103859979
brp00920	103860404
brp00920	103861274
brp00920	103862607
brp00920	103862824
brp00920	103862931
brp00920	103863568
brp00920	103863571
brp00920	103866104
brp00920	103866743
brp00920	103868374
brp00920	103868958
brp00920	103869390
brp00920	103870196
brp00920	103871006
brp00920	103871013
brp00920	103871118
brp00920	103871539
brp00920	103871853
brp00920	103872332
brp00920	103872432
brp00920	103872801
brp00920	103873815
brp00920	103873817
brp00920	103873819
brp00920	103874044
brp00920	103874110
brp00940	103249141
brp00940	103249155
brp00940	103827678
brp00940	103828048
brp00940	103828068
brp00940	103828167
brp00940	103828256
brp00940	103828427
brp00940	103828794
brp00940	103828799
brp00940	103829136
brp00940	103829577
brp00940	103829619
brp00940	103829920
brp00940	103830693
brp00940	103830948
brp00940	103831048
brp00940	103831219
brp00940	103831297
brp00940	103831774
brp00940	103832162
brp00940	103832452
brp00940	103832692
brp00940	103832863
brp00940	103832931
brp00940	103833422
brp00940	103833446
brp00940	103833883
brp00940	103834443
brp00940	103834484
brp00940	103835007
brp00940	103835065
brp00940	103835067
brp00940	103835086
brp00940	103835436
brp00940	103836535
brp00940	103836536
brp00940	103837014
brp00940	103837614
brp00940	103837680
brp00940	103837705
brp00940	103837896
brp00940	103837935
brp00940	103838045
brp00940	103838802
brp00940	103839561
brp00940	103839764
brp00940	103839765
brp00940	103839971
brp00940	103840198
brp00940	103840283
brp00940	103840305
brp00940	103840386
brp00940	103840709
brp00940	103841020
brp00940	103841251
brp00940	103841434
brp00940	103842088
brp00940	103842227
brp00940	103842497
brp00940	103842763
brp00940	103842872
brp00940	103842960
brp00940	103843616
brp00940	103843617
brp00940	103843619
brp00940	103843977
brp00940	103844153
brp00940	103844155
brp00940	103844156
brp00940	103844876
brp00940	103844878
brp00940	103845713
brp00940	103845714
brp00940	103845715
brp00940	103845753
brp00940	103846031
brp00940	103846355
brp00940	103846434
brp00940	103846507
brp00940	103846887
brp00940	103847010
brp00940	103847012
brp00940	103847220
brp00940	103847221
brp00940	103847421
brp00940	103847964
brp00940	103850146
brp00940	103850370
brp00940	103850371
brp00940	103850580
brp00940	103850917
brp00940	103850973
brp00940	103851027
brp00940	103851131
brp00940	103851308
brp00940	103851309
brp00940	103851441
brp00940	103851641
brp00940	103851985
brp00940	103852125
brp00940	103852437
brp00940	103852438
brp00940	103852534
brp00940	103852874
brp00940	103853058
brp00940	103853072
brp00940	103853214
brp00940	103853765
brp00940	103854203
brp00940	103854363
brp00940	103854666
brp00940	103855040
brp00940	103855227
brp00940	103855228
brp00940	103855328
brp00940	103855623
brp00940	103855629
brp00940	103856267
brp00940	103856341
brp00940	103856448
brp00940	103856695
brp00940	103856727
brp00940	103856729
brp00940	103857048
brp00940	103857055
brp00940	103857322
brp00940	103857323
brp00940	103857778
brp00940	103857780
brp00940	103857839
brp00940	103857865
brp00940	103857960
brp00940	103857984
brp00940	103858251
brp00940	103859007
brp00940	103859221
brp00940	103859651
brp00940	103859897
brp00940	103859898
brp00940	103860041
brp00940	103860784
brp00940	103860932
brp00940	103861601
brp00940	103861603
brp00940	103861716
brp00940	103861933
brp00940	103862015
brp00940	103862236
brp00940	103862317
brp00940	103862330
brp00940	103862460
brp00940	103862471
brp00940	103862771
brp00940	103863433
brp00940	103863748
brp00940	103863825
brp00940	103863954
brp00940	103864245
brp00940	103864346
brp00940	103865042
brp00940	103865043
brp00940	103865354
brp00940	103865574
brp00940	103865578
brp00940	103865666
brp00940	103865667
brp00940	103865716
brp00940	103865848
brp00940	103865888
brp00940	103865968
brp00940	103865989
brp00940	103866074
brp00940	103866522
brp00940	103867229
brp00940	103867369
brp00940	103867418
brp00940	103867487
brp00940	103867954
brp00940	103868215
brp00940	103868452
brp00940	103868556
brp00940	103868569
brp00940	103868693
brp00940	103868698
brp00940	103869163
brp00940	103869195
brp00940	103869196
brp00940	103869197
brp00940	103869453
brp00940	103869607
brp00940	103869716
brp00940	103869933
brp00940	103870149
brp00940	103870475
brp00940	103870867
brp00940	103870957
brp00940	103871191
brp00940	103872253
brp00940	103872395
brp00940	103872738
brp00940	103873086
brp00940	103873087
brp00940	103873829
brp00940	103873830
brp00940	103873831
brp00940	103874054
brp00940	103874067
brp00940	103874275
brp00940	103875079
brp00941	103828167
brp00941	103829136
brp00941	103830010
brp00941	103831042
brp00941	103831219
brp00941	103833446
brp00941	103834443
brp00941	103835436
brp00941	103836793
brp00941	103837496
brp00941	103837935
brp00941	103838541
brp00941	103839279
brp00941	103841041
brp00941	103841428
brp00941	103841431
brp00941	103846527
brp00941	103846880
brp00941	103847118
brp00941	103847177
brp00941	103850907
brp00941	103852437
brp00941	103852438
brp00941	103854548
brp00941	103855056
brp00941	103855057
brp00941	103856040
brp00941	103856727
brp00941	103856729
brp00941	103857322
brp00941	103857323
brp00941	103857960
brp00941	103860424
brp00941	103861341
brp00941	103862317
brp00941	103865042
brp00941	103865043
brp00941	103865848
brp00941	103865968
brp00941	103866522
brp00941	103867954
brp00941	103870149
brp00941	103873165
brp00941	103873769
brp00941	103873770
brp00941	103874054
brp00942	103833789
brp00942	103846101
brp00942	103848101
brp00944	103844876
brp00944	103844878
brp00944	103847118
brp00944	103851079
brp00944	103851985
brp00944	103857055
brp00944	103861716
brp00944	103868698
brp00945	103828167
brp00945	103829136
brp00945	103831219
brp00945	103833446
brp00945	103834443
brp00945	103835436
brp00945	103837935
brp00945	103852437
brp00945	103852438
brp00945	103856727
brp00945	103856729
brp00945	103857322
brp00945	103857323
brp00945	103857960
brp00945	103862317
brp00945	103865042
brp00945	103865043
brp00945	103865848
brp00945	103865968
brp00945	103866522
brp00945	103867954
brp00945	103870149
brp00945	103874054
brp00950	103828182
brp00950	103828183
brp00950	103833801
brp00950	103833844
brp00950	103837904
brp00950	103838003
brp00950	103838043
brp00950	103838363
brp00950	103842224
brp00950	103842591
brp00950	103842606
brp00950	103845742
brp00950	103848200
brp00950	103848201
brp00950	103851283
brp00950	103851376
brp00950	103852000
brp00950	103854232
brp00950	103854450
brp00950	103855915
brp00950	103858017
brp00950	103858362
brp00950	103861413
brp00950	103861830
brp00950	103862102
brp00950	103864337
brp00950	103865090
brp00950	103865952
brp00950	103868133
brp00950	103868301
brp00950	103871484
brp00960	103832256
brp00960	103833801
brp00960	103833844
brp00960	103836442
brp00960	103837904
brp00960	103838043
brp00960	103838363
brp00960	103838721
brp00960	103842224
brp00960	103842591
brp00960	103843456
brp00960	103843945
brp00960	103845742
brp00960	103846950
brp00960	103848200
brp00960	103848201
brp00960	103848451
brp00960	103848452
brp00960	103850607
brp00960	103851283
brp00960	103851376
brp00960	103852000
brp00960	103852077
brp00960	103852316
brp00960	103852737
brp00960	103854450
brp00960	103855566
brp00960	103855915
brp00960	103858017
brp00960	103858277
brp00960	103858362
brp00960	103860894
brp00960	103861413
brp00960	103861830
brp00960	103862102
brp00960	103863437
brp00960	103864337
brp00960	103864953
brp00960	103864954
brp00960	103864955
brp00960	103864957
brp00960	103864959
brp00960	103864961
brp00960	103864962
brp00960	103864964
brp00960	103865090
brp00960	103865952
brp00960	103868038
brp00960	103868044
brp00960	103868046
brp00960	103868050
brp00960	103868133
brp00960	103868256
brp00960	103868301
brp00960	103871484
brp00965	103828182
brp00965	103828183
brp00965	103833499
brp00965	103838003
brp00965	103842606
brp00965	103871325
brp00965	103871335
brp00966	103828157
brp00966	103831882
brp00966	103831884
brp00966	103832897
brp00966	103832898
brp00966	103833295
brp00966	103833397
brp00966	103835554
brp00966	103837982
brp00966	103840711
brp00966	103843316
brp00966	103846879
brp00966	103850577
brp00966	103850918
brp00966	103852881
brp00966	103853322
brp00966	103853878
brp00966	103854915
brp00966	103859824
brp00966	103860537
brp00966	103860538
brp00966	103861112
brp00966	103862605
brp00966	103863599
brp00966	103863631
brp00966	103864341
brp00966	103865912
brp00966	103866695
brp00966	103868121
brp00966	103868123
brp00966	103869425
brp00966	103871365
brp00966	103871785
brp00966	103871787
brp00966	103872429
brp00966	103872656
brp00966	103873035
brp00966	103875438
brp00970	103828921
brp00970	103829015
brp00970	103829823
brp00970	103830143
brp00970	103830342
brp00970	103830343
brp00970	103830664
brp00970	103831111
brp00970	103832888
brp00970	103833414
brp00970	103834005
brp00970	103834504
brp00970	103834842
brp00970	103835191
brp00970	103835333
brp00970	103836066
brp00970	103836202
brp00970	103837134
brp00970	103837178
brp00970	103837192
brp00970	103839367
brp00970	103839978
brp00970	103840454
brp00970	103840558
brp00970	103841446
brp00970	103841707
brp00970	103842040
brp00970	103842499
brp00970	103842713
brp00970	103842727
brp00970	103842956
brp00970	103843218
brp00970	103843342
brp00970	103843343
brp00970	103843468
brp00970	103844519
brp00970	103844710
brp00970	103845100
brp00970	103846034
brp00970	103846304
brp00970	103846367
brp00970	103846983
brp00970	103849071
brp00970	103849540
brp00970	103850024
brp00970	103850130
brp00970	103851463
brp00970	103852042
brp00970	103852093
brp00970	103853873
brp00970	103854571
brp00970	103854660
brp00970	103854720
brp00970	103856804
brp00970	103856987
brp00970	103857114
brp00970	103858655
brp00970	103858979
brp00970	103858981
brp00970	103859044
brp00970	103859218
brp00970	103859404
brp00970	103860030
brp00970	103860316
brp00970	103861295
brp00970	103861619
brp00970	103862036
brp00970	103862204
brp00970	103863598
brp00970	103863802
brp00970	103863890
brp00970	103864125
brp00970	103864291
brp00970	103864695
brp00970	103866030
brp00970	103866471
brp00970	103867896
brp00970	103868237
brp00970	103870126
brp00970	103870672
brp00970	103871359
brp00970	103871736
brp00970	103872259
brp00970	103873823
brp00970	103874489
brp00970	103874527
brp00970	103875015
brp00970	41704039
brp00970	41704041
brp00970	41704042
brp00970	41704049
brp00970	41704050
brp00970	41704051
brp00970	41704055
brp00970	41704056
brp00970	41704074
brp00970	41704077
brp00970	41704078
brp00970	41704079
brp00970	41704088
brp00970	41704091
brp00970	41704092
brp00970	41704093
brp00970	41704094
brp00970	41704098
brp00970	41704101
brp00970	41704105
brp00970	41704107
brp00970	41704108
brp00970	41704114
brp00970	41704133
brp00970	41704136
brp00970	41704139
brp00970	41704141
brp00970	41704142
brp00970	41704146
brp00970	41704147
brp00970	41704151
brp00970	41704162
brp00970	41704163
brp00970	41704167
brp00970	41704168
brp00970	41704170
brp00970	56141000
brp00970	56141001
brp00970	56141002
brp00970	56141005
brp00970	56141007
brp00970	56141008
brp00970	56141013
brp00970	56141015
brp00970	56141022
brp00970	56141023
brp00970	56141024
brp00970	56141026
brp00970	56141032
brp00970	56141037
brp00970	56141045
brp00970	56141054
brp00970	56141068
brp00970	56141073
brp00999	103828204
brp00999	103830245
brp00999	103831159
brp00999	103831409
brp00999	103831615
brp00999	103834236
brp00999	103835230
brp00999	103835488
brp00999	103835599
brp00999	103836799
brp00999	103838571
brp00999	103838621
brp00999	103838824
brp00999	103838831
brp00999	103839308
brp00999	103840191
brp00999	103840622
brp00999	103841605
brp00999	103841863
brp00999	103841864
brp00999	103841865
brp00999	103841866
brp00999	103842078
brp00999	103842079
brp00999	103842148
brp00999	103842722
brp00999	103844557
brp00999	103844910
brp00999	103845041
brp00999	103845624
brp00999	103847238
brp00999	103847250
brp00999	103847645
brp00999	103848211
brp00999	103849163
brp00999	103849483
brp00999	103849720
brp00999	103849983
brp00999	103851390
brp00999	103851850
brp00999	103852995
brp00999	103853940
brp00999	103854474
brp00999	103855592
brp00999	103855599
brp00999	103856474
brp00999	103857642
brp00999	103858255
brp00999	103858801
brp00999	103859154
brp00999	103859306
brp00999	103859429
brp00999	103859475
brp00999	103859525
brp00999	103859706
brp00999	103860421
brp00999	103861250
brp00999	103861251
brp00999	103862779
brp00999	103862905
brp00999	103862906
brp00999	103862908
brp00999	103864958
brp00999	103865564
brp00999	103866139
brp00999	103866140
brp00999	103866141
brp00999	103866247
brp00999	103866797
brp00999	103866798
brp00999	103866799
brp00999	103866801
brp00999	103866802
brp00999	103866803
brp00999	103866804
brp00999	103867247
brp00999	103867598
brp00999	103867728
brp00999	103868313
brp00999	103868905
brp00999	103870109
brp00999	103870188
brp00999	103870212
brp00999	103870763
brp00999	103870764
brp00999	103871652
brp00999	103872284
brp00999	103873269
brp00999	103873275
brp00999	108869154
brp00999	117125636
brp01040	103829117
brp01040	103831198
brp01040	103836556
brp01040	103837563
brp01040	103839066
brp01040	103841125
brp01040	103841442
brp01040	103843412
brp01040	103844046
brp01040	103844048
brp01040	103844049
brp01040	103844672
brp01040	103846343
brp01040	103846344
brp01040	103846802
brp01040	103847601
brp01040	103851552
brp01040	103852421
brp01040	103853313
brp01040	103854565
brp01040	103855870
brp01040	103857473
brp01040	103857580
brp01040	103858091
brp01040	103858865
brp01040	103858976
brp01040	103865244
brp01040	103866745
brp01040	103867566
brp01040	103869185
brp01040	103870276
brp01040	103870910
brp01040	103873937
brp01040	117133757
brp01100	103249141
brp01100	103249149
brp01100	103249155
brp01100	103827501
brp01100	103827511
brp01100	103827521
brp01100	103827535
brp01100	103827543
brp01100	103827544
brp01100	103827559
brp01100	103827594
brp01100	103827612
brp01100	103827616
brp01100	103827619
brp01100	103827649
brp01100	103827656
brp01100	103827675
brp01100	103827678
brp01100	103827699
brp01100	103827738
brp01100	103827740
brp01100	103827749
brp01100	103827773
brp01100	103827804
brp01100	103827823
brp01100	103827827
brp01100	103827896
brp01100	103827897
brp01100	103827942
brp01100	103827945
brp01100	103827954
brp01100	103827956
brp01100	103827965
brp01100	103828011
brp01100	103828025
brp01100	103828027
brp01100	103828028
brp01100	103828048
brp01100	103828058
brp01100	103828068
brp01100	103828071
brp01100	103828073
brp01100	103828074
brp01100	103828078
brp01100	103828089
brp01100	103828094
brp01100	103828105
brp01100	103828110
brp01100	103828113
brp01100	103828149
brp01100	103828152
brp01100	103828157
brp01100	103828167
brp01100	103828176
brp01100	103828181
brp01100	103828182
brp01100	103828183
brp01100	103828198
brp01100	103828203
brp01100	103828204
brp01100	103828225
brp01100	103828233
brp01100	103828238
brp01100	103828256
brp01100	103828269
brp01100	103828273
brp01100	103828278
brp01100	103828293
brp01100	103828296
brp01100	103828297
brp01100	103828351
brp01100	103828352
brp01100	103828372
brp01100	103828407
brp01100	103828427
brp01100	103828469
brp01100	103828479
brp01100	103828510
brp01100	103828530
brp01100	103828545
brp01100	103828559
brp01100	103828576
brp01100	103828582
brp01100	103828609
brp01100	103828610
brp01100	103828653
brp01100	103828655
brp01100	103828666
brp01100	103828669
brp01100	103828679
brp01100	103828683
brp01100	103828685
brp01100	103828688
brp01100	103828701
brp01100	103828704
brp01100	103828707
brp01100	103828719
brp01100	103828720
brp01100	103828725
brp01100	103828727
brp01100	103828733
brp01100	103828734
brp01100	103828738
brp01100	103828756
brp01100	103828782
brp01100	103828794
brp01100	103828798
brp01100	103828799
brp01100	103828818
brp01100	103828819
brp01100	103828916
brp01100	103828920
brp01100	103828941
brp01100	103828990
brp01100	103829082
brp01100	103829083
brp01100	103829087
brp01100	103829117
brp01100	103829136
brp01100	103829137
brp01100	103829174
brp01100	103829205
brp01100	103829224
brp01100	103829227
brp01100	103829257
brp01100	103829262
brp01100	103829276
brp01100	103829306
brp01100	103829307
brp01100	103829310
brp01100	103829320
brp01100	103829329
brp01100	103829330
brp01100	103829344
brp01100	103829348
brp01100	103829418
brp01100	103829420
brp01100	103829424
brp01100	103829425
brp01100	103829426
brp01100	103829438
brp01100	103829457
brp01100	103829458
brp01100	103829467
brp01100	103829545
brp01100	103829568
brp01100	103829578
brp01100	103829589
brp01100	103829597
brp01100	103829602
brp01100	103829612
brp01100	103829619
brp01100	103829625
brp01100	103829628
brp01100	103829636
brp01100	103829638
brp01100	103829671
brp01100	103829675
brp01100	103829706
brp01100	103829717
brp01100	103829750
brp01100	103829755
brp01100	103829766
brp01100	103829825
brp01100	103829906
brp01100	103829920
brp01100	103829929
brp01100	103829942
brp01100	103829953
brp01100	103829976
brp01100	103829987
brp01100	103829989
brp01100	103829997
brp01100	103829999
brp01100	103830004
brp01100	103830006
brp01100	103830010
brp01100	103830012
brp01100	103830019
brp01100	103830026
brp01100	103830076
brp01100	103830078
brp01100	103830087
brp01100	103830105
brp01100	103830108
brp01100	103830112
brp01100	103830115
brp01100	103830144
brp01100	103830157
brp01100	103830170
brp01100	103830181
brp01100	103830182
brp01100	103830186
brp01100	103830193
brp01100	103830206
brp01100	103830217
brp01100	103830232
brp01100	103830238
brp01100	103830245
brp01100	103830254
brp01100	103830260
brp01100	103830300
brp01100	103830302
brp01100	103830313
brp01100	103830344
brp01100	103830368
brp01100	103830371
brp01100	103830386
brp01100	103830388
brp01100	103830390
brp01100	103830395
brp01100	103830405
brp01100	103830416
brp01100	103830431
brp01100	103830434
brp01100	103830437
brp01100	103830447
brp01100	103830467
brp01100	103830478
brp01100	103830479
brp01100	103830480
brp01100	103830493
brp01100	103830498
brp01100	103830502
brp01100	103830510
brp01100	103830523
brp01100	103830524
brp01100	103830525
brp01100	103830526
brp01100	103830551
brp01100	103830559
brp01100	103830564
brp01100	103830571
brp01100	103830574
brp01100	103830600
brp01100	103830635
brp01100	103830654
brp01100	103830657
brp01100	103830672
brp01100	103830674
brp01100	103830679
brp01100	103830680
brp01100	103830688
brp01100	103830709
brp01100	103830721
brp01100	103830750
brp01100	103830752
brp01100	103830768
brp01100	103830770
brp01100	103830776
brp01100	103830836
brp01100	103830855
brp01100	103830864
brp01100	103830875
brp01100	103830902
brp01100	103830932
brp01100	103830942
brp01100	103830948
brp01100	103830950
brp01100	103830968
brp01100	103830971
brp01100	103830990
brp01100	103830991
brp01100	103830992
brp01100	103830993
brp01100	103830994
brp01100	103830995
brp01100	103830997
brp01100	103831003
brp01100	103831011
brp01100	103831013
brp01100	103831021
brp01100	103831024
brp01100	103831042
brp01100	103831048
brp01100	103831049
brp01100	103831059
brp01100	103831061
brp01100	103831074
brp01100	103831077
brp01100	103831107
brp01100	103831111
brp01100	103831146
brp01100	103831159
brp01100	103831161
brp01100	103831170
brp01100	103831198
brp01100	103831199
brp01100	103831201
brp01100	103831219
brp01100	103831220
